"Date","AL","AK","AZ","AR","AS","CA","CO","CT","DE","DC","FL","GA","GU","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","CM","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VT","VA","VI","WA","WV","WI","WY"
"18218","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18219","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18220","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18221","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18222","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18223","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18224","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18225","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18226","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18227","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18228","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18229","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18230","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18231","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18232","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18233","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18234","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18235","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18236","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18237","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18238","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"18239","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18240","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18241","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18242","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18243","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18244","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18245","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18246","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18247","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18248","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18249","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18250","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18251","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18252","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18253","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18254","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18255","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18256","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18257","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18258","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18259","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18260","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18261","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18262","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18263","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18264","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18265","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18266","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18267","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18268","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18269","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18270","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18271","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18272","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18273","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18274","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18275","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18276","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18277","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18278","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18279","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18280","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18281","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18282","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18283","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18284","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18285","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18286","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18287","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18288","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18289","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18290","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18291","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18292","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18293","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18294","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18295","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18296","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18297","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18298","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18299","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18300","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18301","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18302","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18303","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18304","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18305","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18306","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18307","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18308","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18309","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18310","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18311","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18312","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18313","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18314","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18315","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18316","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18317","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18318","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18319","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18320","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18321","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18322","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18323","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18324","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18325","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18326","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18327","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18328","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18329","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18330","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18331","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18332","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18333","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
"18334","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","0","2"
